title,description,sector,foundation_year,location,url,page
GUURU AG,Customer Service. Automated and with human touch,Software,2015,Zurich,https://guuru.com,56
dq technologies AG (decentriq),Data Collaboration Made Simple and Safe,Software,2019,Zürich,https://decentriq.ch/,56
PharmaBiome AG,Next Generation Microbiome Therapies,Biotech,2015,Zürich,http://www.pharmabiome.com/,57
PMFch SA,Un système d'assemblage rapide pour des solutions sur mesure!,Engineering,2013,Neyruz,http://pmfch.ch,57
mybuxi,On-demand mobity in rural areas,Cleantech,2017,Liebefeld,https://mybuxi.ch/,57
LinkAlong,Knowledge-Driven Document Analytics,SoftwareFintech,2017,Lausanne,https://www.linkalong.com,57
eBOP SA (trading as KiWi),Empowering micro-merchants through access to adapted technology,Fintech,2013,Lausanne,unknown,57
BoxUp,Autonomous locker for rental of sports and leisure objects,Cleantech,2019,Crissier,http://www.box-up.ch,57
Aurora's Grid Sàrl,Energy Management Software for Li-ions Battery,Cleantech,2016,Lausanne,http://aurorasgrid.com,57
Kasparund,Kaspar&amp; is the personal assistant for your financial life.,SoftwareFintech,2020,St. Gallen,http://www.kasparund.ch,57
vComm Solutions AG,Complete virtual world aimed at training in businesses,Software,2007,Zürich,http://www.vcomm.ch/,57
Supertext AG,The copywriting agency on the internet,Software,2005,Zürich,http://www.supertext.ch,57
Talent Maps AG,unknown,Software,2020,St Gallen,https://www.talent-maps.com,57
iSense AG,Taste industry marketplace,Engineering,2018,Zurich,https://www.isensegroup.com/,57
56K.Cloud GmbH,Cloud and container professionals,unknown,2018,Zurich,https://56k.cloud/,58
ProteoMediX AG,Markers for prostate cancer,Biotech,2010,Schlieren,http://www.proteomedix.com,58
PropTech Partners SA (Neho),Real estate selling platform with fixed commision,Fintech,2022,Ecublens,https://neho.ch/en/,58
Scailyte AG,Extracting knowledge from single-cell data to save lives,Medtech,2017,Basel,http://www.scailyte.com,58
CodeCheck AG,Shopping assistant for a conscious lifestyle,unknown,2014,Zürich,http://www.codecheck.info,58
LIBREC AG,Recycling of Lithium-Ion Batteries from e-Mobility,Cleantech,2021,Oensingen,unknown,58
Orphanbiotec AG,Development and implementation of new medications for rare diseases,Biotech,2009,Zürich,http://www.orphanbiotec.com,58
Scanways Sàrl,Capturing reality in 3D by new technologies approach,Cleantech,2016,Les Acacias - Genève,http://www.scanways.io,58
ShoeSize.Me AG,Matching the right shoes in the right sizes to people all over the world,unknown,2012,Olten,http://www.shoesize.me,58
AgriCircle AG,Farmer network on an integrated farm management platform,unknown,2012,Rapperswil,http://www.agricircle.com,58
Kiara Health AG,Innovative diagnostic and drug discovery tools,Biotech,2001,Johannesburg,http://www.ayanda-biosys.com,58
Animatico AG,Interactive AI characters for next-gen customer-experiences,Software,2019,Zürich,https://animati.co/,58
Stonestep AG,Microinsurance as a service,Fintech,2012,Zug,http://www.stonestep.ch,59
LeVisual GmbH,Online platform for renting original art,unknown,2019,St. Gallen,unknown,59
DynaMetrics,Automated Credit Scoring tool,SoftwareFintech,2017,Fribourg,https://www.dynametrics.ch/,59
Carvolution AG,Car Subscription Model for Switzerland,Cleantech,2018,Bannwil,https://www.carvolution.com/de/,59
picoDRILL SA,Technology for micro-machining and processing thin glass,Engineering,2007,Lausanne,http://www.picodrill.com,59
Okomo AG,Make online customer interaction as easy as on-site,unknown,2018,Wollerau,unknown,59
Rent a Rentner AG,Online platform where you can give small jobs to senior citizens,unknown,2009,Zürich,http://www.rentarentner.ch,59
Riskwolf AG,Riskwolf is the platform that insures the digital economy.,Fintech,2019,Zürich,http://www.riskwolf.com,59
MyShipper GmbH,Your China product sourcing specialist,unknown,2016,Glashütten,http://myshipper.ch/,59
INVESTORY AG,"Trade direct investments like stocks, etfs, futures, foreign currencies, precious metals, and commodities",SoftwareFintech,2011,Kloten,https://www.investory.ch/en/,59
DiData,Scientific data integration platform,Software,2019,Lausanne,unknown,59
SportsNow GmbH,"Innovative concept for the sports, fitness and health industry",unknown,2015,Bern,https://www.sportsnow.ch,59
FrontDam GmbH,Online spam filter,Software,2011,Zurich,http://www.frontdam.com,60
Joulia SA,Shower drain with integrated heat recovery.,Cleantech,2010,Biel-Bienne,http://joulia.com,60
Alogo Analysis SA,Alogo develops revolutionary tools for equestrian sports,unknown,2016,Renens,http://www.alogo.io,60
Vela Solaris AG,Smulation software for the renewable energy sector,Cleantech,2006,Winterthur,http://www.velasolaris.com,60
Fluxim AG,Semiconducting thin film optics simulation software,Cleantech,2007,Winterthur,https://www.fluxim.com/,60
MAGMENT GmbH,Wireless charging solutions with magnetizable concrete,EngineeringCleantech,2015,Unterhaching,https://www.magment.de,60
BARD1AG SA ,BARDiag,Biotech,2010,Perth,http://www.bard1.com,60
Lascco SA,Investing in biomedical discoveries,Biotech,2007,Genève,http://www.lascco.com,60
Sensoryx AG,"Novel, intuitive controller systems for VR and AR",Engineering,2015,Zürich,http://www.sensoryx.com,60
Neurosoft Bioelectronics SA,Soft implantable electrodes for the nervous system,Medtech,2020,Chambésy,http://www.neurosoft-bio.com,60
DOOLDY SàRL,Promotion website for companies to recruit talent,Software,2008,Bienne,http://www.dooldy.com/,60
Araris Biotech AG,Building tomorrow's antibody-drug conjugates (ADCs),Biotech,2019,Zurich,https://ararisbiotech.com,60
notime AG ,Last-mile delivery,Cleantech,2014,Zürich,http://www.notime.ch,61
Hive Tech GmbH,Hospitality software,Software,2016,Langenthal,https://hivetech.co/,61
Archlet AG,Cloud-based AI and data-backed strategic sourcing platform,Software,2019,Zürich,http://www.archlet.io,61
yooture AG,Connecting jobs and candidates if they make the perfect match,unknown,2013,Zürich,http://www.yooture.com,61
FlexOffice (by PopupOffice AG),"Flexible offices, all inclusive.",unknown,2015,Zürich,https://flexoffice.swiss/?utm_source=startup.ch&amp%3Butm_medium=website&amp%3Butm_campaign=profile,61
unblu inc.,Integrating telephone and online communication,Software,2008,Sarnen,http://www.unblu.com,61
Klewel SA,Multimedia capture station connected to online publishing portal for all events,Software,2007,Martigny,http://www.klewel.com,61
Medyria AG,Advanced and intuitive methods for the visualization and con,Medtech,2012,Winterthur,http://www.medyria.com,61
Exnaton AG ,Rethinking the energy sector using data and apps,Cleantech,2020,Zürich,http://www.exnaton.com,61
Dronistics,Human-Friendly Drone for last centimeter delivery.,EngineeringFintech,2022,Lausanne,http://www.dronistics.ch/,61
Casasoft AG,Digital products for the PropTech industry,Software,2006,Bottighofen,https://casasoft.ch/en/,61
SpiroChem AG,Best-in-class chemistry provider for life science industry,Engineering,2011,Basel,http://www.spirochem.com,61
Alohi SA,Streamlining communications and systems of agreement,unknown,2016,"Plan-les-Ouates, Geneva ",https://www.alohi.com/,62
DigitArena SA,Customizing sport event broadcasting.,Software,2014,Martigny,http://www.digitarena.tv,62
collectID AG,Authenticity and Transparency through Blockchain-Technology,Fintech,2018,Goldach,http://www.collectid.com,62
KimboCare,Enabling transparent delivery of healthcare services,SoftwareFintech,2019,Renens VD,http://www.kimbocare.com,62
Sensometrix SA,Innovative biometric solutions,Software,2008,Chêne-Bougeries,http://www.sensometrix.ch,62
PropTech Partners SA (Neho),Real estate selling platform with fixed commision,Fintech,2022,Ecublens,https://neho.ch/en/,62
Softcar SA,Electric car,Cleantech,2011,La Neuveville,http://www.softcar.ch,62
Loylogic Inc.,Built to Evolve,SoftwareFintech,2005,Küsnacht,http://www.loylogic.com/,62
KEMIEX AG,Online B2B marketplace for Active Pharmaceutical Ingredients,unknown,2017,Zürich,https://kemiex.com/en,62
Xiliand AG,Sophisticated video surveillance system,Software,2007,Dielsdorf,http://www.thesmartfox.ch,62
EnviroScopY SA,3D environmental monitoring and modeling,Software,2006,Lausanne,http://www.enviroscopy.ch/,62
SThAR SA,Reinventing face-to-face and out-of-home marketing,Software,2016,Lausanne,http://www.sthar.com,62
NxSights - Network Insights for Next Market Leaders,We enable decision makers to use their full network insights,unknown,2022,Sierre,https://nxsights.com/,63
Medical Insights AG,Medical content aggregator offering speciality-specific medical apps for healthcare professionals,Medtech,2012,Basel,http://www.insights.md,63
Therachon AG,"Developing treatments for rare, genetic diseases",Biotech,2016,Basel,http://therachon.com/,63
Spirochrome AG,Imaging of the cytoskeleton in living cells with unprecedented resolution,Biotech,2014,Stein am Rhein,http://spirochrome.com,63
AVAtronics SA,Minimize unwanted audio noise for a better hearing quality,SoftwareCleantech,2016,Lausanne,https://www.avatronics.com/,63
Meteomatics GmbH,Weather data processing,Software,2012,St. Gallen,http://www.meteomatics.com,63
oneclick AG,"oneclick™ is a cloud platform for easier, faster, saver and more cost-efficient provisioning of software applications and data than traditional methods.",unknown,2015,Zürich,https://oneclick-cloud.com,63
XIMMA,Parametric project consultants in smart housing solutions,SoftwareCleantech,2022,Basel Stadt,unknown,63
Topadur Pharma AG,Drug therapies for severe wound healing problems in hospitals,Biotech,2015,Schlieren,http://www.topadur.com,63
Evolva SA,Improving lives with synthetic biology,Biotech,2004,Allschwil,http://www.evolva.com,63
AquaSPE AG,Water knowledge is power,unknown,2014,Zürich,http://www.aquaspe.com,63
SimplicityBio SA ,"We provide customized in-silico solutions, using multiple biomarkers simultaneously.",Biotech,2015,Genève,http://www.simplicitybio.com,63
Tom Flowers AG,Flowers on demand,unknown,2017,Zürich,https://www.tomflowers.ch/,64
ElectricFeel AG,Operating system to launch and run shared electric mobility,Cleantech,2012,Zurich,http://www.electricfeel.com,64
RedElec Technologie SA,Electrochemical technology for redox transformations,Engineering,2007,Monthey,http://www.redelec.ch,64
Diviac AG ,Diviac is the Booking.com of scuba diving.,unknown,2013,Zurich,https://diviac.com,64
WEDO,Collaborate with ease,Software,2015,Fribourg,https://www.wedo.swiss/,64
meetinvest AG,Algo driven robo advisor for financial institutions,Fintech,2014,Baar/Zug,https://meetinvest.com,64
ZTC Technology SA ,Medical microtechnic devices,Medtech,2011,La Chaux-de-Fonds,http://www.ztc-techno.com,64
FURINKAZAN SA (Opticale),Furinkazan S is a Swiss video game and interactive startup,unknown,2016,Lausanne,http://opticalethegame.com/,64
Centi AG,Electronic cash payments to benefit consumers,Software,2020,Zurich,https://centi.ch/,64
the fair traveller,The Fair Traveller is the first platform that allows to easily find fair travel spots,unknown,2022,Lausanne,unknown,64
SteriLux SA,Sterilization solution for medical devices,MedtechCleantech,2014,Prilly,http://www.sterilux.ch,64
4bridges,Providing financial freedom for all.,Fintech,2019,Zürich,http://www.4bridges.ch,64
Gonnado AG,We track the sales generated by online ads in retail stores.,unknown,2016,Bern,http://www.gonnado.com,65
Swiss Premium Cosmetics AG,Innovative Swiss Healthcare and Beauty Products,Medtech,2017,Frenkendorf,https://swisspremiumcosmetics.com/,65
ribolifeDx SA,"Rapid self-diagnostics for STDs anywhere, at anytime",Medtech,2020,Chavannes-de-Bogis,http://www.testmatehealth.com,65
Equippo AG,"Next-generation, full-service marketplace for the sale of used construction equipment",unknown,2014,Zug,http://equippo.com,65
c-crowd AG,Online lending platform,Fintech,2010,Zürich,http://www.c-crowd.com,65
Blue Code International AG,Mobile payment solution for banks and retailers,SoftwareFintech,2017,Lachen ,https://bluecode.com/en/,65
MUUME AG,Commerce and multi-channel payment solution,Fintech,2013,Cham,http://www.muume.com,65
Plair SA,World-class surveillance solutions for continual monitoring and identification of airborne particles,EngineeringCleantech,2014, Plan-les-Ouates,http://www.plair.ch,65
Augurix Diagnostics SA,"Companion diagnostics devices for gastroenterology, focused mainly on Celiac Disease and IBD",Medtech,2007,Monthey,http://www.augurix.com,65
Cleveron AG,We optimize the indoor air quality and reduces consumption,Cleantech,2017,Stettlen,https://cleveron.ch/,65
JAMIE &amp; I AG,"Your personal, AI-driven, online stylist",unknown,2018,Bern,https://www.jamieandi.shop,65
Vesta Biosciences,Personalised dietary recommendations based on the microbiota,Biotech,2020,Geneva,unknown,65
Opiniooon GmbH,unknown,Software,2016,Zürich,https://opiniooon.ch/,66
CONCEPTIVITY Sàrl,Supply chain security and trade facilitation,unknown,2010,Meyrin 1,http://www.conceptivity.ch,66
NaturLoop AG,Sustainable and affordable bio-based materials,EngineeringCleantech,2020,Biel,http://www.naturloop.com,66
Nomady AG,Airbnd of the outdoors,unknown,2019,Einsiedeln,http://www.nomady.ch,66
Tellement Facile SA (Hempfy),Swiss innovation in mass consumer cannabis products,unknown,2017,Duillier,https://hempfy.com/,66
Ingecom Sàrl ,Microelectronics and radio-frequency transmission,Engineering,2005,La Neuveville,http://www.ingecom.ch,66
AXRON Swiss Technology SA,Computer software tools for industrial production,Software,2005,Neuchatel,unknown,66
Moveagain GmbH ,House moving portal,Cleantech,2017,Zurich,https://www.moveagain.ch/,66
Parquery AG,Smart parking solutions based on real-time occupancy,Cleantech,2014,Zürich,http://www.parquery.com,66
Suur GmbH,Welcome to the Land of Sour Taste,unknown,2019,Zürich,unknown,66
hystrix medical AG,The first digital marketplace in healthcare,unknown,2017,Biberist,https://www.hystrixmedical.com/,66
IMburse AG,Integration-free access to global payments ecosystem,Software,2018,Zurich,https://www.imbursepayments.com,66
BioApply Sàrl,Market leader for biodegradable retail bags,Biotech,2004,Gland,http://www.bioapply.com,67
soignez-moi.ch SA,A doc without a waiting room,unknown,2018,Neuenegg,http://www.soignez-moi.ch,67
3 Circle Funding,Switzerland's all-in-one crowdfinancing platform,Fintech,2015,Zurich,https://www.3circlefunding.ch/,67
REM Analytics,Developing new microbiome therapies/products,Biotech,2020,Lausanne,http://www.remanalytics.ch,67
AgFlow SA,Agri trading analytics,Software,2012,Genève,https://www.agflow.com,67
AKENES SA (Exoscale),Safe and affordable infrastructure as a service,unknown,2011,Lausanne,http://www.exoscale.ch,67
Pristem SA,Digital radiography systems for emerging markets,Medtech,2015,Lausanne,http://www.pristem.com,67
Cellestia Biotech AG,Targeted anti-cancer therapy,Biotech,2015,Basel,http://www.cellestiabiotech.com,67
Pickwings AG,Pickwings – Digitalization of the transport industry,Software,2017,Baar,https://pickwings.ch,67
3rd-eyes analytics AG,Automated wealth planning software,FintechCleantech,2015,Zürich,http://3rd-eyes.com/,67
INNODRIVE / EcoValens AG,Crowdfunding for sustainability,FintechCleantech,2013,Hausen am Albis,http://www.innodrive.ch,67
